parent_sample	focus_sample	first_degree_neighbor_sample
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	THR29_0800_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-28-5218-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-3U-A98G-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-D3-A8GE-06
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-DX-A3UA-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-DX-AB2L-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-ER-A19D-06
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-ER-A2NC-06
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-MB-A8JL-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-QQ-A8VG-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-W3-A828-06
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TCGA-Z4-A8JB-01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH03_0159_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH03_0159_S02
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH03_0296_S03
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH06_0646_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH27_1271_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH27_1272_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH27_1272_S02
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH27_1354_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	TH27_1404_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	THR31_0887_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	THR31_0892_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	THR31_0896_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	THR31_0915_S01
TH_Eval_018	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	THR31_0916_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	THR29_0800_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-06-0190-02
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-28-5218-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-3U-A98G-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-A8-A08H-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-BH-A6R9-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-D3-A1Q4-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-D3-A1Q8-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-D3-A8GE-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-A3LS-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-A3UA-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-A6BG-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-A8BV-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-AB2L-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-DX-AB2P-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-ER-A19D-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-ER-A2NC-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-FS-A1ZH-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-MB-A8JL-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-QQ-A8VD-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-QQ-A8VG-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-W3-A828-06
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TCGA-Z4-A8JB-01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH03_0027_S03
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH03_0159_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH03_0159_S02
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH03_0296_S03
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH06_0633_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH06_0634_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH06_0646_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1271_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1272_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1272_S02
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1273_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1353_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1354_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	TH27_1404_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR25_0643_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR29_0748_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR29_0778_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR29_0779_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR30_0852_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0887_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0892_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0893_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0895_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0896_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0915_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_0916_S01
TH_Eval_018	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	THR31_1391_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	THR29_0802_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TARGET-50-PAKKSE-01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0753_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0782_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0787_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	THR29_0802_S01
TH_Eval_015	TH_Eval_015_est4M_UMEND_seqtk_seed_2711	THR14_0298_S01
TH_Eval_015	TH_Eval_015_est14M_UMEND_seqtk_seed_0461	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est14M_UMEND_seqtk_seed_0461	THR14_0298_S01
TH_Eval_019	TH_Eval_019_est4M_UMEND_seqtk_seed_7362	THR32_0941_S01
TH_Eval_019	TH_Eval_019_est4M_UMEND_seqtk_seed_7362	THR32_0949_S01
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	TH03_0018_S01
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	TH03_0018_S02
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	THR30_0863_S01
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	THR32_0941_S01
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	THR32_0946_S01
TH_Eval_019	TH_Eval_019_est18M_UMEND_seqtk_seed_2214	THR32_0949_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TARGET-50-PAKKSE-01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	THR29_0732_S01
