gene	parent_id	expression_bin	sample_id	expression	target_UMEND_count	median_of_depth_bin	publication_id
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.45943161864	44	44	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.49057013045	48	48	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.72246602447	32	32	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.89917563048	16	16	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	2.37851162325	4	4	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	0.731183241572	8	8	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.62293035092	24	24	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.7398481027	20	20	S4
RP11-513M16.8	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.56559717585	40	40	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.55090066465	28	28	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.90689059561	12	12	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.49057013045	36	36	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	0	1	0	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.59454854955	44	44	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50589092973	48	48	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.51096191928	32	32	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.6182386556	16	16	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	0	4	4	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.79077203786	8	8	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.11769504267	24	24	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	2.56071495447	20	20	S4
XX-C2158C6.1	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.76977173925	40	40	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.3840498068	28	28	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.8836208162900001	12	12	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.47508488295	36	36	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	3.31179371775	1	0	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.516015147	44	44	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50080205306	48	48	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.56071495447	32	32	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.23266075679	16	16	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.14404636962	4	4	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.71808758396	8	8	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.44360665148	24	24	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.44360665148	20	20	S4
TRDMT1	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.47508488295	40	40	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.35614381023	28	28	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.45943161864	12	12	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.38956681176	36	36	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.29278174923	1	0	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.44360665148	44	44	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.48542682717	48	48	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.29278174923	32	32	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.80735492206	16	16	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.13093086983	4	4	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	2.05658352837	8	8	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.47508488295	24	24	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.53605290024	20	20	S4
WDR63	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.59454854955	40	40	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.54596836911	28	28	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.61353165292	12	12	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.39506279952	36	36	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	2.09085343045	1	0	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.49569516262	44	44	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50589092973	48	48	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.53106949273	32	32	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.55581615506	16	16	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.48026512205	4	4	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.3840498068	8	8	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.38956681176	24	24	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.38956681176	20	20	S4
AP001062.7	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.47508488295	40	40	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.43829285158	28	28	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.45943161864	12	12	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.54101915313	36	36	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.15055967658	1	0	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.46988597627	44	44	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.51096191928	48	48	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.58496250072	32	32	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.59454854955	16	16	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.94485844581	4	4	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.29865831556	8	8	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.46988597627	24	24	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.54596836911	20	20	S4
EN2	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.51096191928	40	40	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.45417589319	28	28	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.33913738492	12	12	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.54101915313	36	36	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	0	1	0	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.46988597627	44	44	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.51096191928	48	48	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.48026512205	32	32	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.39506279952	16	16	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	0.59454854955	4	4	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.28688114779	8	8	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.7398481027	24	24	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.35614381023	20	20	S4
KCNE2	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.44360665148	40	40	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.49057013045	28	28	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.41142624573	12	12	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.37295209791	36	36	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	0	1	0	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.50589092973	44	44	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.51096191928	48	48	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.55581615506	32	32	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.53106949273	16	16	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	2.43028527298	4	4	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.35614381023	8	8	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	0.903038270113	24	24	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.40599235968	20	20	S4
CH17-264B6.3	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.36737106565	40	40	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.18903382439	28	28	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.71369581484	12	12	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.67807190511	36	36	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	0	1	0	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.56559717585	44	44	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.49569516262	48	48	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.57531233069	32	32	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.41683974191	16	16	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	2.31034012061	4	4	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	0.903038270113	8	8	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.344828497	24	24	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.44890095115	20	20	S4
SIDT1	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.6182386556	40	40	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.32192809489	28	28	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.39506279952	12	12	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.58496250072	36	36	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.7048719644600001	1	0	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.52606881167	44	44	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50080205306	48	48	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.44890095115	32	32	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.31614574229	16	16	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.83187724119	4	4	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.32192809489	8	8	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.40599235968	24	24	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.5210507369	20	20	S4
GSG2	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.55581615506	40	40	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.58976348698	28	28	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.49569516262	12	12	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.54596836911	36	36	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.44360665148	1	0	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.54101915313	44	44	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.516015147	48	48	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.51096191928	32	32	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.54596836911	16	16	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.50080205306	4	4	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.42760617278	8	8	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.37295209791	24	24	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.46988597627	20	20	S4
RP11-159D12.8	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.56559717585	40	40	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.50589092973	28	28	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.50080205306	12	12	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.57046293103	36	36	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.40053792958	1	0	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.56559717585	44	44	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.51096191928	48	48	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.49569516262	32	32	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.45943161864	16	16	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.6182386556	4	4	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.29865831556	8	8	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.464668267	24	24	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.44890095115	20	20	S4
NR4A3	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.52606881167	40	40	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.49569516262	28	28	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.60880924268	12	12	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.51096191928	36	36	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	2.37851162325	1	0	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.57046293103	44	44	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.49569516262	48	48	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.60407132367	32	32	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.23878685959	16	16	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.31614574229	4	4	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.67807190511	8	8	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.53106949273	24	24	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.66902676551	20	20	S4
AVPR2	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.464668267	40	40	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.54101915313	28	28	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.28688114779	12	12	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.47508488295	36	36	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.83995958749	1	0	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.48026512205	44	44	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.49569516262	48	48	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.516015147	32	32	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.63691458036	16	16	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.54596836911	4	4	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.23266075679	8	8	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.464668267	24	24	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.44360665148	20	20	S4
ZNF425	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.6599245584	40	40	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.82374936031	28	28	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	0	12	12	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.57531233069	36	36	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	3.07038932789	1	0	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.61353165292	44	44	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50589092973	48	48	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.46988597627	32	32	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.20163386117	16	16	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	0	4	4	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	2.43028527298	8	8	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.64616265716	24	24	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	0.69599381311	20	20	S4
RP11-463D19.2	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.6182386556	40	40	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.54596836911	28	28	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.47508488295	12	12	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.51096191928	36	36	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	1.35049724708	1	0	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.49057013045	44	44	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.50080205306	48	48	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.48542682717	32	32	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.21412480535	16	16	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.31034012061	4	4	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.43295940728	8	8	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.49569516262	24	24	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.44890095115	20	20	S4
ADRA1D	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.42760617278	40	40	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.32192809489	28	28	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.33342373373	12	12	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.37295209791	36	36	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est1M_UMEND_seqtk_seed_5315	2.62760683813	1	0	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	1.46988597627	44	44	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est48M_UMEND_seqtk_seed_4374	1.48542682717	48	48	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est32M_UMEND_seqtk_seed_3452	1.49057013045	32	32	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est16M_UMEND_seqtk_seed_2214	1.36737106565	16	16	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est4M_UMEND_seqtk_seed_4596	1.07038932789	4	4	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est8M_UMEND_seqtk_seed_2594	1.464668267	8	8	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est24M_UMEND_seqtk_seed_0734	1.58496250072	24	24	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est20M_UMEND_seqtk_seed_7447	1.54101915313	20	20	S4
RP11-426C22.4	TH_Eval_018	1.5	TH_Eval_018_est40M_UMEND_seqtk_seed_3320	1.49057013045	40	40	S4
FGD6	TH_Eval_018	1.5	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	1.42760617278	28	28	S4
FGD6	TH_Eval_018	1.5	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	1.2750070475	12	12	S4
FGD6	TH_Eval_018	1.5	TH_Eval_018_est36M_UMEND_seqtk_seed_8038	1.40599235968	36	36	S4
