gene	parent_id	expression_bin	sample_id	expression	target_UMEND_count	median_of_depth_bin	publication_id
ZNF667-AS1	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.49185309633	24	24	S1
ZNF667-AS1	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.48123434953	48	48	S1
ZNF667-AS1	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.41379715019	40	40	S1
ZNF667-AS1	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.57561487762	8	8	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.40190347161	32	32	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.77056479197	1	0	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.47021145739	20	20	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.38750040648	4	4	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.43762724832	44	44	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.49920809086	28	28	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.48574882138	36	36	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.4979316519	16	16	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.55796142689	12	12	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.5376066915	24	24	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50842865253	48	48	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.47216280355	40	40	S1
SF3A3	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.56285295958	8	8	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.50557340028	32	32	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	4.97773784924	1	0	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.47994190148	20	20	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.51222688651	4	4	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.47346223624	44	44	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.49825086753	28	28	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.5216789516	36	36	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.3691174586	16	16	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.50906238636	12	12	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.54720302476	24	24	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.48671437303	48	48	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.51159454154	40	40	S1
FCER1G	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.32156737604	8	8	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.5039847039	32	32	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.32948243103	1	0	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.5125429551	20	20	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.5125429551	4	4	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.50525580093	44	44	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.54565954003	28	28	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.46499492727	36	36	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.45811948117	16	16	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.54194842533	12	12	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.50525580093	24	24	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.49249415168	48	48	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.48284828307	40	40	S1
TM9SF4	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.45516280124	8	8	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.51222688651	32	32	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.08831123589	1	0	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.55458885168	20	20	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.6308131523	4	4	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.48703608003	44	44	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.4659744645	28	28	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.50430258316	36	36	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.53605290024	16	16	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.53106949273	12	12	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.53853816363	24	24	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.51538446064	48	48	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.50969584193	40	40	S1
KRI1	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.50366675458	8	8	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.52042224853	32	32	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.32948243103	1	0	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.51569983828	20	20	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.76765479824	4	4	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.42592920521	44	44	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.39917109382	28	28	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.51443791383	36	36	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.344828497	16	16	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.23993261349	12	12	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.41345868801	24	24	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.49409554494	48	48	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.43162295971	40	40	S1
FYN	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.4419481905	8	8	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.50271248597	32	32	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	3.0285691522	1	0	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.27649666564	20	20	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.65821148275	4	4	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.54473265593	44	44	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.51380653743	28	28	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.56407325574	36	36	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.33985000288	16	16	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.60584986719	12	12	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.38818953716	24	24	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.5077946402	48	48	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.5182203806	40	40	S1
SLX1A	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.42290574261	8	8	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.488964817	32	32	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.09339115325	1	0	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.43995551748	20	20	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.53044535469	4	4	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.51443791383	44	44	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.51412226017	28	28	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.53138146052	36	36	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.5169606599	16	16	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.4876792789	12	12	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.45779126026	24	24	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50557340028	48	48	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.48960715675	40	40	S1
EFHD2	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.44559429134	8	8	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.49313492231	32	32	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.21800615028	1	0	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.52732060788	20	20	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.40905143854	4	4	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.49089097889	44	44	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.51538446064	28	28	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.47670570667	36	36	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.50937914891	16	16	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.51475349844	12	12	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.51790555353	24	24	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.49761236562	48	48	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.50175758574	40	40	S1
CNP	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.49761236562	8	8	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.50842865253	32	32	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.57712666131	1	0	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.46760555008	20	20	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.62964804419	4	4	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.516015147	44	44	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.50271248597	28	28	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.51947900231	36	36	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.46434153276	16	16	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.52450253745	12	12	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.45614903465	24	24	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50016467949	48	48	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.50334873517	40	40	S1
ENTPD6	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.50937914891	8	8	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.45187047886	32	32	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.05658352837	1	0	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.32624970084	20	20	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.13996056955	4	4	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.48671437303	44	44	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.56498780096	28	28	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.5077946402	36	36	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.48960715675	16	16	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.47638168757	12	12	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.4185273021	24	24	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50842865253	48	48	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.42894634477	40	40	S1
CCDC58	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.44161626941	8	8	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.49505552837	32	32	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.93969674069	1	0	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.50620838931	20	20	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.25927248704	4	4	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.49537538094	44	44	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.491211756	28	28	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.45975946662	36	36	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.6313953537	16	16	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.56559717585	12	12	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.53729606709	24	24	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.49537538094	48	48	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.5219929564	40	40	S1
RCN3	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.46564802598	8	8	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.46564802598	32	32	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.42592920521	1	0	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.44923120067	20	20	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.43962313756	4	4	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.47508488295	44	44	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.45516280124	28	28	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.4502214959	36	36	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.44128427193	16	16	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.37016428054	12	12	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.43796008833	24	24	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.49185309633	48	48	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.47897180503	40	40	S1
BPTF	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.52888382727	8	8	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.45450493756	32	32	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.34198574723	1	0	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.47767732757	20	20	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.37086174009	4	4	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.45877569908	44	44	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.48188013962	28	28	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.52669484554	36	36	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.5351198216	16	16	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.45417589319	12	12	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.47638168757	24	24	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50334873517	48	48	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.47735352663	40	40	S1
LINC00665	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.64500988439	8	8	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.48864353985	32	32	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.61353165292	1	0	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.41987593042	20	20	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.57410150809	4	4	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.42693561965	44	44	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.42660022617	28	28	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.46923479367	36	36	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.40633257782	16	16	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.39231742278	12	12	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.44691786487	24	24	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.51191074867	48	48	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.53822773974	40	40	S1
PLXNB1	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.59484708965	8	8	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.49537538094	32	32	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.49345520093	1	0	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.49377540846	20	20	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.35085080548	4	4	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.46890909211	44	44	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.44824022522	28	28	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.45088131527	36	36	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.59335377098	16	16	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.50716034912	12	12	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.49313492231	24	24	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.48284828307	48	48	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.48832219114	40	40	S1
MED15	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.55489577542	8	8	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.4915324618	32	32	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.70956635384	1	0	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.4548339069	20	20	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.5804470196	4	4	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.49089097889	44	44	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.51412226017	28	28	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.48317085323	36	36	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.43696133783	16	16	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.44228003525	12	12	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.45811948117	24	24	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.496973581	48	48	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.50937914891	40	40	S1
PKIG	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.59245703727	8	8	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.50557340028	32	32	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	5.67891698668	1	0	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	5.5505928897	20	20	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	5.55151601763	4	4	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est44M_UMEND_seqtk_seed_7750	5.51790555353	44	44	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est28M_UMEND_seqtk_seed_6451	5.5397791917	28	28	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est36M_UMEND_seqtk_seed_7519	5.53915881111	36	36	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est16M_UMEND_seqtk_seed_6933	5.48800077083	16	16	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est12M_UMEND_seqtk_seed_9311	5.52042224853	12	12	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est24M_UMEND_seqtk_seed_1120	5.54256760776	24	24	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est48M_UMEND_seqtk_seed_9314	5.50430258316	48	48	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est40M_UMEND_seqtk_seed_4956	5.51443791383	40	40	S1
SFRP1	TH_Eval_014	5.5	TH_Eval_014_est8M_UMEND_seqtk_seed_2622	5.52700776064	8	8	S1
HLA-DPB1	TH_Eval_014	5.5	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	5.48639259428	32	32	S1
