parent_sample	sample_id	gene
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GABRG2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GDAP1L1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GDI1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GFAP
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GGA3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GLIPR2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GNAO1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GNB2L1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GNB3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GPM6A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GRAMD1B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GRIN1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GSG1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	GTF3C2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HDAC10
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HECTD4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HES6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HINFP
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HK2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HLX
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HMP19
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	HPCA
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	IGSF21
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	INSM1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KANSL3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KCNQ2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KDM3A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIAA0195
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIAA0556
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIAA1614
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIF1B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIF21B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIF5C
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KIRREL2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KLHDC8A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KLHL17
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	KLHL29
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	L1CAM
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LARS
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LHX2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LHX8
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LINC00599
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LINC00969
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LMBR1L
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LPPR4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	LUC7L3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAB21L1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MADD
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAGEA3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MALAT1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAN2A2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAPKBP1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAST1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAST2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MAU2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MCC
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MED24
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	METTL22
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MKS1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MRPL30
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MRPL38
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MRPS2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MRPS5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MSH5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MT3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MTA1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MYT1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MYT1L
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	MZF1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NAA40
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NAPB
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NAT9
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NDRG1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NDRG3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NELFCD
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NEURL4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NEUROD1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NEUROD2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NFIB
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NISCH
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NNAT
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NOMO3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NONO
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NPIPA1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NPIPA5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NPR3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NPTX1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NPW
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NRL
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NRN1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	NT5DC2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	OLA1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	OTX2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PAGR1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PAN2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PARP6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PBX3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCBP1-AS1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCBP4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCDH17
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCDH8
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCGF1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PCSK2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PDE2A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PDE4C
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PDIA2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PHF19
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PHKA2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PHYHIPL
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PI4KAP2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PIAS1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PIDD1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PKD1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PKD1P6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PLCG1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PLXNA3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	POLR3D
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PPP2R2B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PPP5C
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PRR3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PRRT2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PTPRN
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PVT1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	PVT1_1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	QRICH1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RAB3A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RABGGTA
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RASA4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RASGEF1B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RBM14
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RBMX
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RBMX2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RCOR2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RD3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	REEP1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RGS11
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RNF220
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RNF44
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RNU11
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ROBO3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-1212A22.4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-159D12.2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-20I20.4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-20O24.4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-234A1.1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-274B21.2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-274B21.4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-343H5.4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-35N6.1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-3P17.5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-488C13.5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-677O4.6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-761N21.2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP11-958N24.1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RP4-765C7.2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPL13AP5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPL24P4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPL26P19
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPLP0P6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPRM
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPS23P8
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPS2P46
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPS2P5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPS5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RPS6KL1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RSAD1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RTN4RL2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	RUNDC3A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SARM1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SCG3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SCLY
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SDK2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SETD7
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SETDB1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SEZ6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SEZ6L
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC13A4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC17A7
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC1A7
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC25A22
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC25A6
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC26A10
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SLC29A4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SMARCD3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNAP25
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNHG1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNORA40
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNORA71
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNORD3B-1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNRNP200
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SNRPA
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SOX12
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SOX7
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SPTBN4
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SRRM2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SRRM3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SSBP3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STK25
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STK36
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STMN2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STRADA
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STX16
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	STX1A
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SUPT7L
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SUV420H2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SYN2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SYNGAP1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	SYP
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TAF1C
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TBC1D23
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TBC1D3L
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TBCE
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TBR1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TBX1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	THOC5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TMCC2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TMEM131
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TMEM145
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TMEM164
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TNPO2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TRAP1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TRIM28
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TRMT1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TTR
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TTYH2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TUBB2B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	TULP1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	U2AF2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	UBE2M
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	UCKL1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ULK3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	UNK
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	UQCC1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	USP2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	USP32P2
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	USP36
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	VASH1
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	WASF3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	XPO5
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	XXbac-BPG252P9.9
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZC3H3
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZCCHC11
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZDHHC22
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZDHHC8
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF135
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF337
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF385B
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF579
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF580
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF581
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF692
TH_Eval_016	TH_Eval_016_est28M_UMEND_seqtk_seed_4433	ZNF814
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	AC006262.5
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	AC066694.1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ADORA3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	AGK
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ALOX15
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	AP1S2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	AP5Z1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP1A3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP5F1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP5J2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP6V0B
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP6V0D1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP6V1E1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ATP6V1F
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	BHMT2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	C8orf22
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CA14
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CAPN3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CCDC28B
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CCDC51
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CD163
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CHCHD3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CNIH3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	COLGALT2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	COPRS
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	COQ10A
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CRYGS
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	CTNS
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	DDIT3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	DENND1A
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	DHDDS
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	DLD
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	DOK5
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	EGFL6
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	FAM45A
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GDF11
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GNS
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GPR143
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GPR162
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GPR34
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	GSTM5
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	IBSP
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	IFITM10
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	IFRD1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	IL13RA2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	KLHL7
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LAMTOR5
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LARP4
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LONP1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LRRC39
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LSM10
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	LYVE1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	MALSU1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	MT3
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	NECAB2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	NGLY1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	NMRK2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	ORAI1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	OSBP2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	OSTM1
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	OTX2
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	PAX6
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	PCLO
TH_Eval_015	TH_Eval_015_est36M_UMEND_seqtk_seed_1259	PCP4
