parent_sample	sample_id	gene
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ABCA6
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ABCA8
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ABL1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ACTG1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ACVRL1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ADAM12
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ADGRA2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	AGAP2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	AKAP6
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ANGPTL2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ANTXR2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ARAP3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ARHGAP17
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ARHGAP19
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	AVPR1A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	C1orf198
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CALM1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CBFB
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CCDC9
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CDH19
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CDH24
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CFH
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CHD9
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CHN1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CHRNA1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CHSY1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CILP
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CLCN7
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CLEC11A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CLEC14A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CLMP
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CMTM3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	COL22A1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	COL4A1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	COL4A2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	COL6A1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	COL6A2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CORO2B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CPED1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CPNE2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CPXM2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CRABP1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CRLF1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CSNK1G2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CSPG4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CYGB
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	CYTH3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DCHS1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DENND2A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DLC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DOK1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DPP9
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	DUSP6
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EBF1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EBF2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EDN3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EGR2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EGR3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EIF3CL
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ENG
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	EPS15
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ERF
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ETV1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	F2R
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	F2RL2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAIM2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAM101B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAM20C
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAM220A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAM43A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FAM43B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FBN2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FGF18
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FHL3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FKBP1A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FLRT2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FNDC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FRMD4A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FRMD8
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FUT11
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	FZD1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GAS7
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GFRA1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GIMAP6
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GLCE
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GNAI1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	GSN
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	HAAO
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	HIC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	HLX
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	IGF2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	IGHV1-3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ILK
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ITGA1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ITGA10
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ITIH5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ITM2A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ITPRIPL2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KANK2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KCNK2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KCNQ2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KCTD12
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KDELC2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KIAA1462
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KIAA1755
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	KLC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LAMA2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LAMA4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LAMC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LIMS1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LOXL2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LOXL3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LPAR1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LPL
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LRRN4CL
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	LZTS1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MAP4K4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MAPK3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MED29
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MEOX1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MEOX2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MGRN1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MIA
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MOK
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MORF4L1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MRPS6
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MSANTD3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	MXRA5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NAA60
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NCK2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NFATC3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NFIC
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NID1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NPM1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NPR1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NPTX2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NTAN1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	NTRK1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	OAF
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	OGN
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	OLFML2A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	OLFML2B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	P3H1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PARP10
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PCDH18
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PDGFRB
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PHC2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PIP5K1C
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PLEC
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PLOD1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PLP1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PLXDC1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PPP1CC
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PPP1R10
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PRDM8
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PRKAR1A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PRRX2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PRSS35
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PSMD5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PTBP1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PTGER4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PTHLH
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PTPN9
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	PXYLP1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RAB3IL1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RAB7B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RASA1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RBFOX2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RCSD1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RELN
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RGMB
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RGS4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RHOJ
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ROBO1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RP11-323N12.5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RP4-583P15.10
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	RSPRY1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SAMD11
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SAMD4B
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SASH1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SCARF2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SCX
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SDC3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SEC14L1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SEMA3A
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SEPN1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SEPT9
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SERPINH1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SF3B3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SH2B3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SKI
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLAIN2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLC12A4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLC20A1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLC27A3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLIT2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SLIT3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SMAD3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SMTN
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SNED1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SORCS2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SOX8
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SPRED1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SPRED2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SPRY1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SPRY2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SPRY4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ST3GAL2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	STARD5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	STIM2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SUN1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	SVIL-AS1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TBX2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TCF12
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TCF4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TERF2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TGFB1I1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	THBS4
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	THY1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TMEM204
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TMEM256-PLSCR3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TMEM59L
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TNMD
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TNNT3
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TRAM2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TRIL
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TRIM8
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TRIOBP
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TSHZ2
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TSPAN11
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	TSPAN5
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	UBALD1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	UBFD1
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	VIT
TH_Eval_018	TH_Eval_018_est28M_UMEND_seqtk_seed_8899	ZBTB46
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ABCA6
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ABCA8
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ABL1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ACTG1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ACVRL1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ADAM12
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ADAMTS9
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ADAMTSL3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ADGRA2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	AGAP2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	AKAP6
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ANGPTL2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ANTXR2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ARAP3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ARHGAP17
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ARHGAP19
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	AVPR1A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	C1orf198
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CALM1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CBFB
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CDH19
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CDH24
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CFH
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CHD9
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CHN1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CHRNA1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CHSY1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CLCN7
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CLEC11A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CLEC14A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CLMP
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CMKLR1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CMTM3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	COL22A1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	COL4A1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	COL4A2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	COL6A1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	COL6A2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CORO2B
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CPNE2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CPXM2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CRABP1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CRLF1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CSNK1G2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CSPG4
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CYGB
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	CYTH3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DCHS1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DENND2A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DLC1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DOK1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DPP9
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	DUSP6
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EBF1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EBF2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EDN3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EGR2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EGR3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EIF3CL
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ENG
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EPS15
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ERF
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	ETV1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	EVC
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	F2R
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	F2RL2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAIM2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAM101B
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAM20C
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAM43A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAM43B
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FAM98A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FBN2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FGF18
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FHL3
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FKBP1A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FLRT2
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FNDC1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FRMD4A
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FRMD8
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FUT11
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	FZD1
TH_Eval_018	TH_Eval_018_est12M_UMEND_seqtk_seed_3263	GAS7
